emp_no,first_name,last_name,title,from_date,to_date
264281,Heather,Halloran,Engineer,11/29/1987,11/29/1995
264281,Heather,Halloran,Senior Engineer,11/29/1995,1/1/9999
264292,Boguslaw,Frolund,Engineer,8/18/1998,1/1/9999
264306,Xiaobin,Curless,Senior Staff,8/25/1995,1/1/9999
264306,Xiaobin,Curless,Staff,8/25/1989,8/25/1995
264311,Christoper,Muniz,Assistant Engineer,4/27/1985,4/27/1992
264311,Christoper,Muniz,Engineer,4/27/1992,4/28/1999
264311,Christoper,Muniz,Senior Engineer,4/28/1999,1/1/9999
264327,Kristen,Speer,Engineer,2/14/1987,2/14/1995
264327,Kristen,Speer,Senior Engineer,2/14/1995,1/1/9999
264334,Kenroku,Penttonen,Engineer,7/10/1995,7/9/2000
264334,Kenroku,Penttonen,Senior Engineer,7/9/2000,1/1/9999
264338,Luerbio,Garigliano,Engineer,12/15/1995,12/14/2001
264338,Luerbio,Garigliano,Senior Engineer,12/14/2001,1/1/9999
264345,Foong,Moffat,Engineer,6/12/1986,6/12/1994
264345,Foong,Moffat,Senior Engineer,6/12/1994,1/1/9999
264354,Sreekrishna,Lamparter,Senior Staff,9/23/1996,1/1/9999
264354,Sreekrishna,Lamparter,Staff,9/23/1988,9/23/1996
264356,Niteen,McAlpine,Engineer,12/7/1991,12/6/2000
264356,Niteen,McAlpine,Senior Engineer,12/6/2000,1/1/9999
264361,Ferdinand,Kambil,Senior Engineer,6/20/1985,1/1/9999
264383,Freyja,Krohn,Technique Leader,11/7/1996,1/1/9999
264390,Abdelghani,Waeselynck,Senior Staff,3/15/1993,1/1/9999
264390,Abdelghani,Waeselynck,Staff,3/15/1986,3/15/1993
264397,Samphel,Homond,Senior Engineer,7/22/1986,1/1/9999
264403,Jeane,Barinka,Engineer,11/23/1987,11/23/1994
264403,Jeane,Barinka,Senior Engineer,11/23/1994,1/1/9999
264415,Uzi,Furudate,Assistant Engineer,11/7/1985,11/7/1991
264415,Uzi,Furudate,Engineer,11/7/1991,11/6/1997
264415,Uzi,Furudate,Senior Engineer,11/6/1997,1/1/9999
264428,JiYoung,McFarlin,Senior Engineer,7/12/1999,1/1/9999
264434,Mizuhito,Ghelli,Senior Staff,8/21/1986,1/1/9999
264441,Horward,Sinitsyn,Engineer,10/2/1986,10/2/1994
264441,Horward,Sinitsyn,Senior Engineer,10/2/1994,1/1/9999
264446,Katsuo,Kroha,Assistant Engineer,4/6/1985,4/6/1992
264446,Katsuo,Kroha,Engineer,4/6/1992,4/7/1999
264446,Katsuo,Kroha,Senior Engineer,4/7/1999,1/1/9999
264454,Hsiangchu,Hatcliff,Engineer,1/23/1988,1/22/1993
264454,Hsiangchu,Hatcliff,Senior Engineer,1/22/1993,1/1/9999
264456,Muzhong,Rando,Senior Staff,6/23/1990,1/1/9999
264456,Muzhong,Rando,Staff,6/23/1985,6/23/1990
264459,Wilmer,Baca,Engineer,4/16/1998,1/1/9999
264461,Ewing,Jording,Assistant Engineer,11/16/1992,11/16/1997
264461,Ewing,Jording,Engineer,11/16/1997,1/1/9999
264477,Sigeru,Orsini,Technique Leader,1/4/1986,1/1/9999
264492,Ebru,Harllee,Technique Leader,1/9/1988,1/1/9999
264494,Yolla,Itzfeldt,Senior Staff,4/14/1994,1/1/9999
264494,Yolla,Itzfeldt,Staff,4/14/1987,4/14/1994
264495,Manibrata,Cyre,Engineer,7/28/1988,7/28/1997
264495,Manibrata,Cyre,Senior Engineer,7/28/1997,1/1/9999
264506,Parke,Kalefeld,Senior Engineer,2/16/1992,1/1/9999
264507,Barna,Brender,Engineer,11/2/1993,11/2/2001
264507,Barna,Brender,Senior Engineer,11/2/2001,1/1/9999
264513,Kazuhira,Kugler,Senior Engineer,6/16/1993,1/1/9999
264535,Gunilla,Ashish,Engineer,7/11/1986,7/10/1992
264535,Gunilla,Ashish,Senior Engineer,7/10/1992,1/1/9999
264543,Marsal,Kroll,Senior Staff,4/4/1993,1/1/9999
264543,Marsal,Kroll,Staff,4/5/1987,4/4/1993
264545,Mani,Panwar,Senior Staff,11/9/1997,1/1/9999
264545,Mani,Panwar,Staff,11/9/1989,11/9/1997
264546,Branimir,Perl,Senior Staff,12/25/1995,1/1/9999
264546,Branimir,Perl,Staff,12/25/1987,12/25/1995
264559,Kiyotoshi,Mundy,Engineer,1/29/1986,1/29/1991
264559,Kiyotoshi,Mundy,Senior Engineer,1/29/1991,1/1/9999
264565,Berthier,Willoner,Senior Staff,1/26/1998,1/1/9999
264565,Berthier,Willoner,Staff,1/26/1991,1/26/1998
264580,Valeri,Rosis,Engineer,9/22/1986,9/22/1994
264580,Valeri,Rosis,Senior Engineer,9/22/1994,1/1/9999
264587,Flemming,Herbst,Senior Staff,7/31/1996,1/1/9999
264587,Flemming,Herbst,Staff,8/1/1991,7/31/1996
264592,Margo,Pero,Engineer,10/4/1993,10/4/2001
264592,Margo,Pero,Senior Engineer,10/4/2001,1/1/9999
264618,Kazuyasu,Mahnke,Senior Staff,8/15/1999,1/1/9999
264618,Kazuyasu,Mahnke,Staff,8/15/1994,8/15/1999
264629,Guiseppe,Herbst,Senior Staff,11/20/1999,1/1/9999
264633,Aral,Lichtman,Engineer,11/28/1985,11/28/1992
264633,Aral,Lichtman,Senior Engineer,11/28/1992,1/1/9999
264636,Kwangsub,Stassinopoulos,Senior Staff,5/5/1993,1/1/9999
264636,Kwangsub,Stassinopoulos,Staff,5/6/1987,5/5/1993
264638,Kolar,Melter,Senior Staff,6/10/1997,1/1/9999
264638,Kolar,Melter,Staff,6/10/1988,6/10/1997
264647,Yannik,Rothenberg,Engineer,5/31/1990,5/31/1995
264647,Yannik,Rothenberg,Senior Engineer,5/31/1995,1/1/9999
264649,Kwee,Benantar,Senior Staff,3/23/2001,1/1/9999
264649,Kwee,Benantar,Staff,3/23/1992,3/23/2001
264662,Zhonghui,Yetim,Assistant Engineer,2/24/1987,2/23/1993
264662,Zhonghui,Yetim,Engineer,2/23/1993,2/23/1999
264662,Zhonghui,Yetim,Senior Engineer,2/23/1999,1/1/9999
264663,Martial,Stenning,Engineer,10/9/1993,10/9/2000
264663,Martial,Stenning,Senior Engineer,10/9/2000,1/1/9999
264667,Uwe,Mitsuhashi,Senior Staff,4/20/1999,1/1/9999
264667,Uwe,Mitsuhashi,Staff,4/20/1994,4/20/1999
264670,Dinkar,Ferretti,Senior Staff,3/24/2002,1/1/9999
264670,Dinkar,Ferretti,Staff,3/24/1996,3/24/2002
264680,Zissis,Businaro,Senior Staff,1/29/1993,1/1/9999
264680,Zissis,Businaro,Staff,1/30/1988,1/29/1993
264689,Sangeeta,Rajcani,Engineer,6/3/1991,6/2/2000
264689,Sangeeta,Rajcani,Senior Engineer,6/2/2000,1/1/9999
264690,Venkatesan,Sewelson,Technique Leader,9/10/1987,1/1/9999
264699,Remmert,Usery,Engineer,11/22/1993,11/22/1998
264699,Remmert,Usery,Senior Engineer,11/22/1998,1/1/9999
264703,Temple,Genther,Senior Engineer,6/18/1986,1/1/9999
264717,Adel,McConalogue,Engineer,1/5/1993,1/5/2001
264717,Adel,McConalogue,Senior Engineer,1/5/2001,1/1/9999
264724,Babette,Baig,Senior Engineer,11/11/1986,1/1/9999
264728,Izaskun,Setia,Senior Engineer,6/6/1986,1/1/9999
264731,Hitofumi,Kriebel,Engineer,3/1/1999,1/1/9999
264748,Qiwen,Penttonen,Senior Staff,3/6/1987,1/1/9999
264752,Juichirou,Syrotiuk,Engineer,11/10/1988,11/10/1994
264752,Juichirou,Syrotiuk,Senior Engineer,11/10/1994,1/1/9999
264775,Kristine,Azadmanesh,Senior Staff,9/14/1993,1/1/9999
264775,Kristine,Azadmanesh,Staff,9/14/1988,9/14/1993
264786,Xinglin,Riefers,Senior Staff,1/30/1989,1/1/9999
264798,Kristine,Bennet,Engineer,6/10/1987,6/9/1993
264798,Kristine,Bennet,Senior Engineer,6/9/1993,1/1/9999
264800,Ymte,Collavizza,Senior Staff,1/17/1995,1/1/9999
264800,Ymte,Collavizza,Staff,1/17/1988,1/17/1995
264802,Bluma,Kroll,Engineer,5/21/1987,5/20/1993
264802,Bluma,Kroll,Senior Engineer,5/20/1993,1/1/9999
264813,Jeanna,Reutenauer,Senior Staff,1/22/1996,1/1/9999
264813,Jeanna,Reutenauer,Staff,1/22/1987,1/22/1996
264830,Heng,Denti,Senior Staff,10/10/1996,1/1/9999
264830,Heng,Denti,Staff,10/11/1987,10/10/1996
264842,Valeri,Asrin,Engineer,8/22/1986,8/22/1993
264842,Valeri,Asrin,Senior Engineer,8/22/1993,1/1/9999
264846,Dinah,Reeken,Senior Engineer,9/10/1988,1/1/9999
264848,Gino,Fandrianto,Assistant Engineer,4/1/1986,4/1/1994
264848,Gino,Fandrianto,Engineer,4/1/1994,4/1/2002
264848,Gino,Fandrianto,Senior Engineer,4/1/2002,1/1/9999
264851,Sadok,Muntz,Engineer,7/21/1985,7/21/1994
264851,Sadok,Muntz,Senior Engineer,7/21/1994,1/1/9999
264855,Slavian,Peres,Senior Staff,7/11/1996,1/1/9999
264860,Menkae,Munos,Engineer,11/22/1999,1/1/9999
264884,Berto,Lambe,Senior Engineer,8/31/1987,1/1/9999
264890,Serenella,Unno,Engineer,5/18/1993,5/18/2001
264890,Serenella,Unno,Senior Engineer,5/18/2001,1/1/9999
264894,Constantino,McAlpine,Staff,4/9/1999,1/1/9999
264898,Michaela,Ranum,Engineer,6/11/1991,6/10/1996
264898,Michaela,Ranum,Senior Engineer,6/10/1996,1/1/9999
264904,Sachin,Siksek,Senior Staff,3/31/1997,1/1/9999
264904,Sachin,Siksek,Staff,3/31/1990,3/31/1997
264907,Menkae,Rajaraman,Senior Staff,1/20/1997,1/1/9999
264929,Yuichiro,Esteva,Staff,2/7/1997,1/1/9999
264932,Abdulah,Valiente,Staff,7/30/1995,1/1/9999
264935,Kristinn,Rissland,Senior Staff,4/4/1985,1/1/9999
264937,Mang,Chachaty,Senior Staff,12/21/1996,1/1/9999
264945,Baoqiu,Salinas,Senior Engineer,8/12/1987,1/1/9999
264948,Fay,Litzkow,Engineer,7/31/1985,7/31/1992
264948,Fay,Litzkow,Senior Engineer,7/31/1992,1/1/9999
264951,Jagoda,Brobst,Senior Staff,8/7/1994,1/1/9999
264951,Jagoda,Brobst,Staff,8/7/1985,8/7/1994
264952,Jahangir,Narlikar,Assistant Engineer,8/8/1995,1/1/9999
264953,Rafael,Dredge,Senior Staff,2/8/1997,1/1/9999
264953,Rafael,Dredge,Staff,2/9/1991,2/8/1997
264954,Naftali,McClure,Technique Leader,4/28/1988,1/1/9999
264955,Souichi,Muniz,Senior Staff,8/16/1992,1/1/9999
264955,Souichi,Muniz,Staff,8/16/1985,8/16/1992
264968,Collette,Farrel,Engineer,10/29/1985,10/29/1991
264968,Collette,Farrel,Senior Engineer,10/29/1991,1/1/9999
264984,Pranav,Birdsall,Senior Staff,1/15/1992,1/1/9999
264984,Pranav,Birdsall,Staff,1/15/1986,1/15/1992
264994,Gou,Brender,Senior Staff,8/5/1990,1/1/9999
264994,Gou,Brender,Staff,8/5/1985,8/5/1990
264996,Gian,Avouris,Technique Leader,7/22/1995,1/1/9999
265020,Jiafu,Setia,Senior Staff,1/28/2002,1/1/9999
265020,Jiafu,Setia,Staff,1/28/1997,1/28/2002
265021,Demos,Escriba,Senior Engineer,8/6/1989,1/1/9999
265022,Ayakannu,Erni,Senior Engineer,1/18/1990,1/1/9999
265040,Yuping,Choobineh,Engineer,5/24/1986,5/24/1993
265040,Yuping,Choobineh,Senior Engineer,5/24/1993,1/1/9999
265060,Ortrud,Serot,Technique Leader,11/26/1997,1/1/9999
265068,Weidon,Bernardinello,Senior Staff,8/7/1995,1/1/9999
265068,Weidon,Bernardinello,Staff,8/7/1989,8/7/1995
265105,Ronnie,Capobianchi,Senior Staff,6/5/1993,1/1/9999
265105,Ronnie,Capobianchi,Staff,6/6/1987,6/5/1993
265115,Heekeun,Plavsic,Senior Engineer,2/21/1995,1/1/9999
265124,Aemilian,Panienski,Senior Staff,6/24/1997,1/1/9999
265124,Aemilian,Panienski,Staff,6/25/1991,6/24/1997
265131,Naftaly,Bottner,Engineer,11/12/1996,1/1/9999
265133,Neven,DiGiano,Senior Staff,5/18/1987,1/1/9999
265137,Ugo,Panangaden,Senior Staff,8/5/1995,1/1/9999
265137,Ugo,Panangaden,Staff,8/5/1987,8/5/1995
265148,Subhada,Schneeberger,Engineer,3/28/1987,3/28/1995
265148,Subhada,Schneeberger,Senior Engineer,3/28/1995,1/1/9999
265157,Narain,Aamodt,Senior Staff,12/2/2001,1/1/9999
265157,Narain,Aamodt,Staff,12/2/1993,12/2/2001
265161,Hausi,Pfau,Senior Staff,6/30/2002,1/1/9999
265161,Hausi,Pfau,Staff,6/30/1995,6/30/2002
265179,Nobuyoshi,Muhling,Engineer,8/29/1988,8/30/1995
265179,Nobuyoshi,Muhling,Senior Engineer,8/30/1995,1/1/9999
265194,Shahar,Menhardt,Engineer,6/2/1994,6/1/2000
265194,Shahar,Menhardt,Senior Engineer,6/1/2000,1/1/9999
265201,Lakshmi,Walstra,Engineer,4/7/1989,4/7/1994
265201,Lakshmi,Walstra,Senior Engineer,4/7/1994,1/1/9999
265203,Debatosh,Sudkamp,Senior Staff,6/25/1993,1/1/9999
265203,Debatosh,Sudkamp,Staff,6/25/1988,6/25/1993
265223,Danny,Minakawa,Senior Engineer,11/10/1989,1/1/9999
265230,Rafail,Setlzner,Senior Staff,7/11/1994,1/1/9999
265230,Rafail,Setlzner,Staff,7/11/1988,7/11/1994
265237,Jiafu,Kavraki,Engineer,4/22/1987,4/22/1994
265237,Jiafu,Kavraki,Senior Engineer,4/22/1994,1/1/9999
265238,Goa,Benzaken,Engineer,6/30/1991,6/30/1998
265238,Goa,Benzaken,Senior Engineer,6/30/1998,1/1/9999
265249,Jacqueline,Levergood,Engineer,12/14/1986,12/14/1993
265249,Jacqueline,Levergood,Senior Engineer,12/14/1993,1/1/9999
265250,Khaled,Panangaden,Staff,12/24/1997,1/1/9999
265268,Yoshinari,Lally,Senior Staff,9/15/1997,1/1/9999
265268,Yoshinari,Lally,Staff,9/16/1991,9/15/1997
265276,Toshiki,Back,Senior Staff,4/15/1999,1/1/9999
265279,Alejandra,Nishimukai,Engineer,4/20/1990,4/20/1998
265279,Alejandra,Nishimukai,Senior Engineer,4/20/1998,1/1/9999
265286,Inderjeet,Mahmud,Senior Staff,10/8/1992,1/1/9999
265286,Inderjeet,Mahmud,Staff,10/9/1986,10/8/1992
265293,Herbert,Hempstead,Senior Staff,7/5/1997,1/1/9999
265293,Herbert,Hempstead,Staff,7/5/1990,7/5/1997
265332,Xiaoqiang,Szemeredi,Assistant Engineer,10/12/1987,10/11/1996
265332,Xiaoqiang,Szemeredi,Engineer,10/11/1996,1/1/9999
265339,Lijie,Camurati,Engineer,1/25/1992,1/25/2000
265339,Lijie,Camurati,Senior Engineer,1/25/2000,1/1/9999
265342,Tadahiro,Iivonen,Engineer,4/2/1994,4/2/1999
265342,Tadahiro,Iivonen,Senior Engineer,4/2/1999,1/1/9999
265345,Hiroyasu,Conry,Engineer,8/10/1990,8/10/1995
265345,Hiroyasu,Conry,Senior Engineer,8/10/1995,1/1/9999
265377,Vasilii,Merle,Senior Staff,4/11/1999,1/1/9999
265377,Vasilii,Merle,Staff,4/11/1990,4/11/1999
265422,Gurbir,Gerlach,Engineer,8/12/1987,8/12/1995
265422,Gurbir,Gerlach,Senior Engineer,8/12/1995,1/1/9999
265423,Bokyung,Rosis,Engineer,1/31/1992,1/30/1997
265423,Bokyung,Rosis,Senior Engineer,1/30/1997,1/1/9999
265429,Hatem,Juneja,Senior Engineer,2/26/1987,1/1/9999
265435,Aleksander,Garnham,Senior Staff,12/12/1987,1/1/9999
265456,Xiaoqiang,Reutenauer,Senior Engineer,11/28/1988,1/1/9999
265462,Mara,Guardalben,Senior Staff,7/12/1995,1/1/9999
265462,Mara,Guardalben,Staff,7/12/1988,7/12/1995
265465,Kotesh,Ishibashi,Senior Staff,11/8/1993,1/1/9999
265465,Kotesh,Ishibashi,Staff,11/9/1987,11/8/1993
265469,Taisook,Brandsma,Senior Staff,6/10/1985,1/1/9999
265481,Sven,Kolinko,Technique Leader,6/22/1996,1/1/9999
265489,Mitchel,Koprowski,Engineer,10/14/1988,10/14/1993
265489,Mitchel,Koprowski,Senior Engineer,10/14/1993,1/1/9999
265501,Paraskevi,Cromarty,Senior Staff,7/19/1995,1/1/9999
265501,Paraskevi,Cromarty,Staff,7/19/1987,7/19/1995
265512,Elrique,Gopalakrishnan,Staff,5/21/1999,1/1/9999
265523,Koldo,Daescu,Staff,6/4/1998,1/1/9999
265527,Olivera,Hiraishi,Technique Leader,10/20/1987,1/1/9999
265540,Matt,Reistad,Senior Staff,5/24/1994,1/1/9999
265540,Matt,Reistad,Staff,5/24/1986,5/24/1994
265544,Pasqua,Rosiles,Senior Staff,10/2/1999,1/1/9999
265544,Pasqua,Rosiles,Staff,10/1/1992,10/2/1999
265550,Fun,Bottner,Staff,7/9/1996,1/1/9999
265557,Younwoo,Roccetti,Senior Engineer,3/23/1995,1/1/9999
265582,Vitaly,Isard,Engineer,11/22/1995,1/1/9999
265584,Jayson,Vuskovic,Senior Staff,7/15/1992,1/1/9999
265584,Jayson,Vuskovic,Staff,7/16/1987,7/15/1992
265588,Syozo,Gils,Senior Staff,3/13/1996,1/1/9999
265588,Syozo,Gils,Staff,3/14/1990,3/13/1996
265595,Tooru,Levergood,Senior Staff,12/29/1999,1/1/9999
265595,Tooru,Levergood,Staff,12/28/1992,12/29/1999
265606,Boalin,Zhang,Engineer,12/23/1986,12/23/1995
265606,Boalin,Zhang,Senior Engineer,12/23/1995,1/1/9999
265622,Babette,Picel,Engineer,7/26/1995,1/1/9999
265626,Alagu,Pagter,Senior Staff,11/26/1987,1/1/9999
265635,Djelloul,Marakhovsky,Senior Staff,5/24/1995,1/1/9999
265635,Djelloul,Marakhovsky,Staff,5/24/1987,5/24/1995
265661,Alenka,Masamoto,Engineer,12/27/1987,12/27/1994
265661,Alenka,Masamoto,Senior Engineer,12/27/1994,1/1/9999
265666,Shushma,Henders,Senior Staff,1/23/1991,1/1/9999
265666,Shushma,Henders,Staff,1/23/1986,1/23/1991
265674,Xinglin,Sherertz,Engineer,8/14/1988,8/14/1997
265674,Xinglin,Sherertz,Senior Engineer,8/14/1997,1/1/9999
265675,Sachin,Chiola,Technique Leader,3/5/1987,1/1/9999
265681,Marsal,Atrawala,Senior Staff,3/8/2002,1/1/9999
265681,Marsal,Atrawala,Staff,3/8/1996,3/8/2002
265682,Xiaobin,Irland,Senior Staff,5/15/1995,1/1/9999
265682,Xiaobin,Irland,Staff,5/15/1987,5/15/1995
265687,Shuky,Ranta,Senior Engineer,8/30/1999,1/1/9999
265696,Fayez,Jiang,Senior Staff,10/31/1999,1/1/9999
265697,Jahangir,Ecklund,Staff,1/7/1996,1/1/9999
265720,Yucai,Otillio,Senior Staff,1/10/1995,1/1/9999
265720,Yucai,Otillio,Staff,1/10/1987,1/10/1995
265733,Adly,Pelc,Senior Staff,1/11/1993,1/1/9999
265733,Adly,Pelc,Staff,1/11/1986,1/11/1993
265741,Odoardo,Guenter,Senior Staff,7/30/1987,1/1/9999
265742,Rosella,Makrucki,Senior Staff,11/28/1993,1/1/9999
265742,Rosella,Makrucki,Staff,11/28/1985,11/28/1993
265762,George,Murrill,Engineer,1/10/1991,1/10/2000
265762,George,Murrill,Senior Engineer,1/10/2000,1/1/9999
265789,Tsutomu,Besselaar,Staff,9/11/1994,1/1/9999
265791,Shem,Gien,Senior Staff,6/17/1997,1/1/9999
265791,Shem,Gien,Staff,6/17/1988,6/17/1997
265813,Elliott,Businaro,Senior Staff,8/31/1994,1/1/9999
265813,Elliott,Businaro,Staff,8/31/1985,8/31/1994
265814,Adam,Garrabrants,Senior Staff,4/21/1997,1/1/9999
265814,Adam,Garrabrants,Staff,4/22/1991,4/21/1997
265822,Georgy,Kornatzky,Engineer,3/30/1996,3/30/2001
265822,Georgy,Kornatzky,Senior Engineer,3/30/2001,1/1/9999
265829,Demos,Menhoudj,Senior Staff,5/15/1993,1/1/9999
265829,Demos,Menhoudj,Staff,5/15/1985,5/15/1993
265830,Adam,Marchegay,Senior Engineer,7/11/1988,1/1/9999
265846,Akemi,Birge,Senior Staff,10/11/1994,1/1/9999
265846,Akemi,Birge,Staff,10/11/1988,10/11/1994
265855,Mandell,Simmel,Engineer,6/28/1985,6/28/1992
265855,Mandell,Simmel,Senior Engineer,6/28/1992,1/1/9999
265857,Make,Conti,Engineer,3/18/1994,1/1/9999
265870,Zongyan,Lamba,Senior Staff,5/25/1994,1/1/9999
265872,Reuven,Alblas,Engineer,2/4/1986,2/4/1995
265872,Reuven,Alblas,Senior Engineer,2/4/1995,1/1/9999
265903,Abdelkader,Angelov,Senior Staff,5/28/1995,1/1/9999
265903,Abdelkader,Angelov,Staff,5/27/1988,5/28/1995
265916,Hausi,Bratsberg,Assistant Engineer,7/29/1993,7/29/1998
265916,Hausi,Bratsberg,Engineer,7/29/1998,1/1/9999
265936,Fun,Kawashimo,Senior Staff,10/13/1998,1/1/9999
265937,Shuji,Chinen,Engineer,7/19/1985,7/19/1994
265937,Shuji,Chinen,Senior Engineer,7/19/1994,1/1/9999
265948,Weiru,Budinsky,Staff,5/13/1994,1/1/9999
265962,Nahid,Pepe,Engineer,11/3/1986,11/3/1993
265962,Nahid,Pepe,Senior Engineer,11/3/1993,1/1/9999
265977,Lene,Tischendorf,Senior Engineer,11/14/1994,1/1/9999
265979,Guoxiang,Sevcikova,Senior Staff,4/18/1998,1/1/9999
265979,Guoxiang,Sevcikova,Staff,4/18/1993,4/18/1998
265984,Taegyun,Kenevan,Senior Staff,8/26/1994,1/1/9999
265984,Taegyun,Kenevan,Staff,8/26/1987,8/26/1994
265985,Christ,Picaronny,Senior Staff,3/26/1994,1/1/9999
265985,Christ,Picaronny,Staff,3/26/1987,3/26/1994
265990,Claudi,Brattka,Engineer,12/24/1985,12/24/1994
265990,Claudi,Brattka,Senior Engineer,12/24/1994,1/1/9999
265998,Guther,Heering,Senior Engineer,12/9/1987,1/1/9999
266000,Zhonghua,Brookman,Senior Staff,11/30/1995,1/1/9999
266000,Zhonghua,Brookman,Staff,11/30/1987,11/30/1995
266004,Xinyu,Kaiserswerth,Senior Staff,6/17/1995,1/1/9999
266004,Xinyu,Kaiserswerth,Staff,6/16/1988,6/17/1995
266012,Satosi,Vieri,Senior Staff,2/18/1986,1/1/9999
266017,Gift,Spelt,Senior Staff,1/27/2000,1/1/9999
266017,Gift,Spelt,Staff,1/27/1995,1/27/2000
266018,Masanao,Cools,Engineer,8/13/1991,8/12/1996
266018,Masanao,Cools,Senior Engineer,8/12/1996,1/1/9999
266024,Shooichi,Nergos,Engineer,10/11/1988,10/11/1993
266024,Shooichi,Nergos,Senior Engineer,10/11/1993,1/1/9999
266038,Bodh,Chinin,Engineer,5/30/1990,5/30/1995
266038,Bodh,Chinin,Senior Engineer,5/30/1995,1/1/9999
266044,Sibyl,Gunderson,Senior Staff,7/21/1995,1/1/9999
266044,Sibyl,Gunderson,Staff,7/21/1986,7/21/1995
266048,Shaowen,Tetzlaff,Engineer,1/14/1996,1/13/2002
266048,Shaowen,Tetzlaff,Senior Engineer,1/13/2002,1/1/9999
266049,Odysseas,Delaune,Senior Staff,5/15/2002,1/1/9999
266049,Odysseas,Delaune,Staff,5/15/1995,5/15/2002
266053,Mario,Szilard,Senior Engineer,4/29/1986,1/1/9999
266054,Younwoo,Ratnakar,Senior Engineer,7/16/1985,1/1/9999
266075,Makato,Lovengreen,Engineer,10/12/1985,10/12/1990
266075,Makato,Lovengreen,Senior Engineer,10/12/1990,1/1/9999
266079,Adil,Ghemri,Engineer,2/8/1986,2/8/1993
266079,Adil,Ghemri,Senior Engineer,2/8/1993,1/1/9999
266080,Mari,Maraist,Engineer,5/3/1996,1/1/9999
266082,Randi,Cichocki,Engineer,10/12/1987,10/11/1996
266082,Randi,Cichocki,Senior Engineer,10/11/1996,1/1/9999
266089,Arno,Ranum,Engineer,10/10/1995,1/1/9999
266100,Maria,Ritcey,Senior Staff,3/13/1990,1/1/9999
266100,Maria,Ritcey,Staff,3/13/1985,3/13/1990
266114,Arvind,Marletta,Engineer,8/12/1995,8/11/2001
266114,Arvind,Marletta,Senior Engineer,8/11/2001,1/1/9999
266135,Shridhar,Apsitis,Engineer,4/19/1994,4/18/2000
266135,Shridhar,Apsitis,Senior Engineer,4/18/2000,1/1/9999
266142,Marco,Bernini,Engineer,2/16/1998,1/1/9999
266147,Lalit,Krichel,Staff,10/20/1995,1/1/9999
266159,Navid,Uludag,Engineer,2/18/1986,2/18/1992
266159,Navid,Uludag,Senior Engineer,2/18/1992,1/1/9999
266161,Gita,Mansanne,Senior Staff,7/16/1994,1/1/9999
266161,Gita,Mansanne,Staff,7/16/1986,7/16/1994
266170,Sungwon,Stellhorn,Senior Staff,7/14/1985,1/1/9999
266173,Arie,Cannane,Senior Staff,8/15/1998,1/1/9999
266173,Arie,Cannane,Staff,8/15/1992,8/15/1998
266177,Marke,Weedon,Senior Engineer,3/6/1987,1/1/9999
266181,Hidefumi,Lodder,Staff,3/23/1999,1/1/9999
266185,Kazuhiro,Perl,Senior Staff,7/15/2000,1/1/9999
266185,Kazuhiro,Perl,Staff,7/15/1993,7/15/2000
266190,Xiahua,Xiaoshan,Engineer,11/2/1991,11/2/1999
266190,Xiahua,Xiaoshan,Senior Engineer,11/2/1999,1/1/9999
266199,Goetz,Ferriere,Senior Engineer,4/11/1988,1/1/9999
266209,Hinrich,Erde,Senior Staff,7/7/1990,1/1/9999
266217,Wuxu,Takanami,Staff,10/25/1998,1/1/9999
266221,Sashi,Hofmeyr,Engineer,1/24/1987,1/24/1996
266221,Sashi,Hofmeyr,Senior Engineer,1/24/1996,1/1/9999
266236,Guenter,Cherinka,Staff,5/11/1998,1/1/9999
266238,Sachar,Weedon,Senior Staff,4/17/1997,1/1/9999
266238,Sachar,Weedon,Staff,4/17/1988,4/17/1997
266242,Fusako,Berstel,Senior Staff,7/5/1987,1/1/9999
266243,Lech,Borovoy,Senior Staff,7/4/1992,1/1/9999
266243,Lech,Borovoy,Staff,7/4/1985,7/4/1992
266255,Manu,Dehkordi,Engineer,10/16/1998,1/1/9999
266261,Guenter,Luon,Senior Staff,1/21/2001,1/1/9999
266261,Guenter,Luon,Staff,1/22/1992,1/21/2001
266284,Zejun,Thiria,Senior Engineer,11/30/1986,1/1/9999
266287,Serif,Decaestecker,Staff,12/20/1997,1/1/9999
266315,Taisook,Boguraev,Senior Staff,8/18/1998,1/1/9999
266315,Taisook,Boguraev,Staff,8/18/1989,8/18/1998
266325,Boriana,Hemaspaandra,Senior Staff,4/19/1993,1/1/9999
266325,Boriana,Hemaspaandra,Staff,4/19/1986,4/19/1993
266333,Moss,Oppitz,Senior Staff,5/19/2002,1/1/9999
266333,Moss,Oppitz,Staff,5/19/1996,5/19/2002
266349,Foong,Stille,Assistant Engineer,12/6/1998,1/1/9999
266373,Utpal,Ramamoorthy,Engineer,3/6/1991,3/5/1996
266373,Utpal,Ramamoorthy,Senior Engineer,3/5/1996,1/1/9999
266377,Fumitaka,Ranon,Senior Engineer,3/26/1989,1/1/9999
266385,Hidde,Gill,Senior Engineer,3/7/1989,1/1/9999
266389,Armond,Pauthner,Senior Staff,5/19/1995,1/1/9999
266389,Armond,Pauthner,Staff,5/18/1988,5/19/1995
266390,Chiranjit,Spinelli,Senior Engineer,6/23/1999,1/1/9999
266399,Breannda,Rubsam,Senior Engineer,6/6/1987,1/1/9999
266432,Roddy,Biron,Technique Leader,1/24/1988,1/1/9999
266457,Yannis,Kobuchi,Engineer,7/13/1989,7/13/1998
